biosequence_name	biosequence_accession	biosequence_gene_name	is_covering	pct_coverage	presence_level	probability	confidence	n_observations	norm_PSMs_per_100K	n_distinct_peptides	n_distinct_synpeptides	chromosome	genetic_locus	start_in_chromosome	end_in_chromosome	strand	relationship_phrase	reference_biosequence	represented_by_biosequence_id	group_number	seq_unique_prots_in_group	protein_group_seq_align_link	is_keratin	is_immunoglobulin	biosequence_description	organism_full_name
Q96PY5	Q96PY5	FMNL2	C	3.68	canonical	  0.999	  0.000	1376	  3.210	12									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q96PY5|FMNL2_HUMAN Formin-like protein 2 OS=Homo sapiens OX=9606 GN=FMNL2 PE=1 SV=3 \VariantSimple=(352|C)(504|T)	Homo sapiens
P29972	P29972	AQP1	C	26.39	canonical	  0.999	  0.000	217	  3.210	3									P29972	2019	21				coreProteome GENCODE_v48 SP sp|P29972|AQP1_HUMAN Aquaporin-1 OS=Homo sapiens OX=9606 GN=AQP1 PE=1 SV=3 \VariantSimple=(38|L)(45|V)(165|D)	Homo sapiens
P40967	P40967	PMEL	C	34.8	canonical	  0.999	  0.000	530	  3.200	32									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P40967|PMEL_HUMAN Melanocyte protein PMEL OS=Homo sapiens OX=9606 GN=PMEL PE=1 SV=2 \VariantSimple=(320|H)(370|D)	Homo sapiens
P04921	P04921	GYPC	C	24.22	canonical	  0.999	  0.000	96	  3.190	4									P04921	1393	9				coreProteome GENCODE_v48 SP sp|P04921|GLPC_HUMAN Glycophorin-C OS=Homo sapiens OX=9606 GN=GYPC PE=1 SV=1 \VariantSimple=(8|S)(14|F)(23|S)(124|E)	Homo sapiens
Q9Y624	Q9Y624	F11R	C	60.2	canonical	  0.999	  0.000	384	  3.190	21									Q9Y624	5378	23				coreProteome GENCODE_v48 SP sp|Q9Y624|JAM1_HUMAN Junctional adhesion molecule A OS=Homo sapiens OX=9606 GN=F11R PE=1 SV=1 	Homo sapiens
P78539	P78539	SRPX	C	8.62	canonical	  0.999	  0.000	618	  3.160	4									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|P78539|SRPX_HUMAN Sushi repeat-containing protein SRPX OS=Homo sapiens OX=9606 GN=SRPX PE=1 SV=1 \(23|23|-)(225|S)(413|F)	Homo sapiens
P21709	P21709	EPHA1	C	34.02	canonical	  0.999	  0.000	1166	  3.160	34									P21709	1863	5				coreProteome GENCODE_v48 SP sp|P21709|EPHA1_HUMAN Ephrin type-A receptor 1 OS=Homo sapiens OX=9606 GN=EPHA1 PE=1 SV=4 \VariantSimple=(160|A)(351|C)(492|Q)(575|Q)(585|T)(697|L)(703|K)(807|R)(900|V)	Homo sapiens
Q99674	Q99674	CGREF1	C	69.5	canonical	  0.999	  0.000	378	  3.140	16									Q99674	4417	5				coreProteome GENCODE_v48 SP sp|Q99674|CGRE1_HUMAN Cell growth regulator with EF hand domain protein 1 OS=Homo sapiens OX=9606 GN=CGREF1 PE=1 SV=3 \VariantSimple=(116|M)(212|V)(226|G)(232|E)(232|N)(243|E)(253|269|-)	Homo sapiens
P78552	P78552	IL13RA1	C	48.48	canonical	  0.999	  0.000	495	  3.130	20									P78552	2726	13				coreProteome GENCODE_v48 SP sp|P78552|I13R1_HUMAN Interleukin-13 receptor subunit alpha-1 OS=Homo sapiens OX=9606 GN=IL13RA1 PE=1 SV=1 	Homo sapiens
Q9C0A0	Q9C0A0	CNTNAP4	C	3.67	canonical	  0.999	  0.000	1530	  3.130	4									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q9C0A0|CNTP4_HUMAN Contactin-associated protein-like 4 OS=Homo sapiens OX=9606 GN=CNTNAP4 PE=1 SV=3 \VariantSimple=(276|V)(513|H)(786|R)(1155|E)(1300|S)	Homo sapiens
O00244	O00244	ATOX1	C	76.47	canonical	  0.999	  0.000	94	  3.130	8									O00244	701	7				coreProteome GENCODE_v48 SP sp|O00244|ATOX1_HUMAN Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1 	Homo sapiens
O75197	O75197	LRP5	C	6.81	canonical	  0.999	  0.000	1909	  3.100	13									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|O75197|LRP5_HUMAN Low-density lipoprotein receptor-related protein 5 OS=Homo sapiens OX=9606 GN=LRP5 PE=1 SV=2 \(15|20|-)(18|20|-)(20|LL)(29|T)(79|R)(89|R)(97|V)(111|Y)(142|Q)(145|F)(154|M)(171|R)(171|V)(173|M)(203|N)(214|T)	Homo sapiens
Q01105	Q01105	SET	C	58.97	canonical	  0.999	  0.000	256	  3.090	20									Q01105	2778	12				coreProteome GENCODE_v48 SP sp|Q01105|SET_HUMAN Protein SET OS=Homo sapiens OX=9606 GN=SET PE=1 SV=3 \VariantSimple=(95|G)(118|Y)(233|290|-)(4|Q)	Homo sapiens
Q9UKX3	Q9UKX3	MYH13	C	26.21	canonical	  0.999	  0.000	2418	  3.090	83									P98160	2757	446				coreProteome GENCODE_v48 SP sp|Q9UKX3|MYH13_HUMAN Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=1 SV=2 \VariantSimple=(701|R)(1071|V)(1076|E)(1294|Q)(1862|R)	Homo sapiens
Q03403	Q03403	TFF2	C	77.52	canonical	  0.999	  0.000	139	  3.080	8									Q03403	2821	2				coreProteome GENCODE_v48 SP sp|Q03403|TFF2_HUMAN Trefoil factor 2 OS=Homo sapiens OX=9606 GN=TFF2 PE=1 SV=2 \VariantSimple=(3|W)	Homo sapiens
Q14623	Q14623	IHH	C	39.42	canonical	  0.999	  0.000	510	  3.080	12									Q14623	3108	2				coreProteome GENCODE_v48 SP sp|Q14623|IHH_HUMAN Indian hedgehog protein OS=Homo sapiens OX=9606 GN=IHH PE=1 SV=4 \VariantSimple=(46|L)(95|K)(100|E)(100|N)(131|K)(190|A)	Homo sapiens
Q6IBS0	Q6IBS0	TWF2	C	68.77	canonical	  0.999	  0.000	485	  3.070	20									Q6IBS0	3485	32				coreProteome GENCODE_v48 SP sp|Q6IBS0|TWF2_HUMAN Twinfilin-2 OS=Homo sapiens OX=9606 GN=TWF2 PE=1 SV=2 \VariantSimple=(72|C)(76|R)(103|T)	Homo sapiens
Q6P1N9	Q6P1N9	TATDN1	C	19.87	canonical	  0.999	  0.000	439	  3.070	6									P33908	2090	62				coreProteome GENCODE_v48 SP sp|Q6P1N9|TATD1_HUMAN Deoxyribonuclease TATDN1 OS=Homo sapiens OX=9606 GN=TATDN1 PE=1 SV=2 	Homo sapiens
O60279	O60279	SUSD5	C	47.06	canonical	  0.999	  0.000	693	  3.070	30									O60279	944	5				coreProteome GENCODE_v48 SP sp|O60279|SUSD5_HUMAN Sushi domain-containing protein 5 OS=Homo sapiens OX=9606 GN=SUSD5 PE=1 SV=3 \VariantSimple=(40|L)(52|F)(216|K)(228|K)(378|D)	Homo sapiens
O15117	O15117	FYB1	C	47.64	canonical	  0.999	  0.000	713	  3.060	45									O15117	800	16				coreProteome GENCODE_v48 SP sp|O15117|FYB1_HUMAN FYN-binding protein 1 OS=Homo sapiens OX=9606 GN=FYB1 PE=1 SV=2 \VariantSimple=(51|L)(131|783|-)(332|R)(672|F)	Homo sapiens
Q12864	Q12864	CDH17	C	62.62	canonical	  0.999	  0.000	985	  3.050	53									Q12864	2918	14				coreProteome GENCODE_v48 SP sp|Q12864|CAD17_HUMAN Cadherin-17 OS=Homo sapiens OX=9606 GN=CDH17 PE=1 SV=3 \VariantSimple=(115|E)(446|T)(734|D)(739|A)	Homo sapiens
Q13361	Q13361	MFAP5	C	30.06	canonical	  0.999	  0.000	183	  3.040	9									Q13361	2980	12				coreProteome GENCODE_v48 SP sp|Q13361|MFAP5_HUMAN Microfibrillar-associated protein 5 OS=Homo sapiens OX=9606 GN=MFAP5 PE=1 SV=1 \VariantSimple=(21|L)(61|D)	Homo sapiens
P10912	P10912	GHR	C	21.32	canonical	  0.999	  0.000	571	  3.040	16									P10912	1600	12				coreProteome GENCODE_v48 SP sp|P10912|GHR_HUMAN Growth hormone receptor OS=Homo sapiens OX=9606 GN=GHR PE=1 SV=1 \VariantSimple=(56|S)(58|L)(62|K)(68|R)(89|K)(114|S)(143|A)(149|Q)(162|D)(162|F)(162|I)(170|H)(171|T)(172|P)(173|G)(179|C)(179|H)(226|C)(229|G	Homo sapiens
Q9H3K6	Q9H3K6	BOLA2	C	54.65	canonical	  0.999	  0.000	137	  3.040	5									Q9H3K6	4676	7				coreProteome GENCODE_v48 SP sp|Q9H3K6|BOLA2_HUMAN BolA-like protein 2 OS=Homo sapiens OX=9606 GN=BOLA2 PE=1 SV=1 	Homo sapiens
Q9Y4D7	Q9Y4D7	PLXND1	C	31.74	canonical	  0.999	  0.000	2121	  3.030	59									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q9Y4D7|PLXD1_HUMAN Plexin-D1 OS=Homo sapiens OX=9606 GN=PLXND1 PE=1 SV=3 \VariantSimple=(218|C)(617|S)(870|V)(894|R)(911|M)(1299|C)(1412|V)(1542|N)(1775|F)	Homo sapiens
P20930	P20930	FLG	C	69.64	canonical	  0.999	  0.000	5038	  3.020	284									P20930	1845	18				coreProteome GENCODE_v48 SP sp|P20930|FILA_HUMAN Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3 \VariantSimple=(332|V)(444|R)(454|A)(478|S)(725|I)(742|Y)(1184|L)(1376|G)(1437|C)(1482|Y)(1684|H)(1699|C)(1750|F)(1805|V)(1816|Q)(1891|Q)(1961|Q)(2022|T)(2	Homo sapiens
Q14141	Q14141	SEPTIN6	C	55.3	canonical	  0.999	  0.000	476	  3.010	19									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q14141|SEPT6_HUMAN Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4 	Homo sapiens
P13535	P13535	MYH8	C	41.51	canonical	  0.999	  0.000	2306	  3.010	150									P98160	2757	446				coreProteome GENCODE_v48 SP sp|P13535|MYH8_HUMAN Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=1 SV=3 \VariantSimple=(326|T)(636|V)(674|Q)(924|G)(1229|T)(1261|G)(1692|R)	Homo sapiens
O00757	O00757	FBP2	C	22.42	canonical	  0.999	  0.000	385	  3.010	8									P09467	1538	10				"coreProteome GENCODE_v48 SP sp|O00757|F16P2_HUMAN Fructose-1,6-bisphosphatase isozyme 2 OS=Homo sapiens OX=9606 GN=FBP2 PE=1 SV=2 \VariantSimple=(86|L)(115|M)"	Homo sapiens
P30040	P30040	ERP29	C	56.7	canonical	  0.999	  0.000	317	  3.010	14									P30040	2022	9				coreProteome GENCODE_v48 SP sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=ERP29 PE=1 SV=4 	Homo sapiens
P11678	P11678	EPX	C	25.31	canonical	  0.999	  0.000	929	  3.010	19									P05164	1410	6				coreProteome GENCODE_v48 SP sp|P11678|PERE_HUMAN Eosinophil peroxidase OS=Homo sapiens OX=9606 GN=EPX PE=1 SV=2 \VariantSimple=(35|I)(40|M)(122|H)(249|E)(276|R)(286|H)(292|L)(326|H)(326|L)(326|P)(358|L)(364|H)(441|T)(458|M)(496|Q)(572|Y)	Homo sapiens
P63316	P63316	TNNC1	C	57.76	canonical	  0.999	  0.000	158	  3.000	9									P63316	2701	5				"coreProteome GENCODE_v48 SP sp|P63316|TNNC1_HUMAN Troponin C, slow skeletal and cardiac muscles OS=Homo sapiens OX=9606 GN=TNNC1 PE=1 SV=1 \VariantSimple=(8|V)(29|Q)(84|Y)(134|D)(145|E)(159|D)"	Homo sapiens
P09110	P09110	ACAA1	C	77.59	canonical	  0.999	  0.000	429	  3.000	31									P09110	1525	46				"coreProteome GENCODE_v48 SP sp|P09110|THIK_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2 \VariantSimple=(172|D)(387|A)"	Homo sapiens
P10253	P10253	GAA	C	53.78	canonical	  0.999	  0.000	968	  2.990	53									P10253	1582	16				coreProteome GENCODE_v48 SP sp|P10253|LYAG_HUMAN Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4 \VariantSimple=(46|P)(74|H)(89|H)(91|N)(103|G)(103|R)(108|G)(127|F)(190|H)(191|C)(199|R)(208|P)(217|L)(219|R)(220|L)(222|M)(223|H)(224|P)	Homo sapiens
P10644	P10644	PRKAR1A	C	54.33	canonical	  0.999	  0.000	448	  2.980	21									P10644	1592	51				coreProteome GENCODE_v48 SP sp|P10644|KAP0_HUMAN cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1 \VariantSimple=(9|N)(74|C)(146|S)(175|C)(183|Y)(213|D)(213|T)(227|N)(239|A)(285|R)(289|E)(289|W)(32	Homo sapiens
O95450	O95450	ADAMTS2	C	9.83	canonical	  0.999	  0.000	1367	  2.980	14									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|O95450|ATS2_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens OX=9606 GN=ADAMTS2 PE=1 SV=2 \VariantSimple=(74|M)(241|H)(245|I)(331|K)(665|R)(827|Q)(1177|S)	Homo sapiens
Q9NY15	Q9NY15	STAB1	C	45.41	canonical	  0.999	  0.000	2814	  2.970	103									Q9NY15	4957	18				coreProteome GENCODE_v48 SP sp|Q9NY15|STAB1_HUMAN Stabilin-1 OS=Homo sapiens OX=9606 GN=STAB1 PE=1 SV=3 \VariantSimple=(120|S)(348|K)(672|M)(724|726|-)(912|V)(1127|R)(1833|P)(2244|P)(2282|V)(2339|C)(2443|2570|-)(2506|T)	Homo sapiens
P51858	P51858	HDGF	C	84.17	canonical	  0.999	  0.000	357	  2.970	28									P51858	2425	61				coreProteome GENCODE_v48 SP sp|P51858|HDGF_HUMAN Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1 \VariantSimple=(201|L)	Homo sapiens
Q9HCY8	Q9HCY8	S100A14	C	44.23	canonical	  0.999	  0.000	156	  2.960	4									Q9HCY8	4782	11				coreProteome GENCODE_v48 SP sp|Q9HCY8|S10AE_HUMAN Protein S100-A14 OS=Homo sapiens OX=9606 GN=S100A14 PE=1 SV=1 	Homo sapiens
P45877	P45877	PPIC	C	52.83	canonical	  0.999	  0.000	178	  2.960	8									P23284	1901	18				coreProteome GENCODE_v48 SP sp|P45877|PPIC_HUMAN Peptidyl-prolyl cis-trans isomerase C OS=Homo sapiens OX=9606 GN=PPIC PE=1 SV=1 \VariantSimple=(86|R)(160|L)(190|S)	Homo sapiens
P23490	P23490	LORICRIN	C	29.81	canonical	  0.999	  0.000	111	  2.950	6									P23490	1910	3				coreProteome GENCODE_v48 SP sp|P23490|LORI_HUMAN Loricrin OS=Homo sapiens OX=9606 GN=LORICRIN PE=1 SV=2 \VariantSimple=(29|G)(189|YSGGG)(285|F)	Homo sapiens
P48507	P48507	GCLM	C	62.77	canonical	  0.999	  0.000	244	  2.950	13									P48507	2298	4				coreProteome GENCODE_v48 SP sp|P48507|GSH0_HUMAN Glutamate--cysteine ligase regulatory subunit OS=Homo sapiens OX=9606 GN=GCLM PE=1 SV=1 \VariantSimple=(209|M)	Homo sapiens
Q86X29	Q86X29	LSR	C	39.75	canonical	  0.999	  0.000	708	  2.940	26									Q86X29	3736	22				coreProteome GENCODE_v48 SP sp|Q86X29|LSR_HUMAN Lipolysis-stimulated lipoprotein receptor OS=Homo sapiens OX=9606 GN=LSR PE=1 SV=4 \VariantSimple=(235|G)(363|N)	Homo sapiens
P12104	P12104	FABP2	C	46.21	canonical	  0.999	  0.000	177	  2.940	8									P12104	1631	1				"coreProteome GENCODE_v48 SP sp|P12104|FABPI_HUMAN Fatty acid-binding protein, intestinal OS=Homo sapiens OX=9606 GN=FABP2 PE=1 SV=3 \VariantSimple=(55|A)"	Homo sapiens
P60033	P60033	CD81	C	25	canonical	  0.998	  0.000	176	  2.930	3									P60033	2570	16				coreProteome GENCODE_v48 SP sp|P60033|CD81_HUMAN CD81 antigen OS=Homo sapiens OX=9606 GN=CD81 PE=1 SV=1 	Homo sapiens
Q8N6Q3	Q8N6Q3	CD177	C	44.16	canonical	  0.999	  0.000	373	  2.920	15									P40189	2177	33				coreProteome GENCODE_v48 SP sp|Q8N6Q3|CD177_HUMAN CD177 antigen OS=Homo sapiens OX=9606 GN=CD177 PE=1 SV=2 \VariantSimple=(3|P)(31|L)(119|F)(251|I)(261|A)(323|Q)(348|T)(379|S)(431|R)	Homo sapiens
Q9NP84	Q9NP84	TNFRSF12A	C	38.76	canonical	  0.999	  0.000	153	  2.910	8									Q9NP84	4794	2				coreProteome GENCODE_v48 SP sp|Q9NP84|TNR12_HUMAN Tumor necrosis factor receptor superfamily member 12A OS=Homo sapiens OX=9606 GN=TNFRSF12A PE=1 SV=1 	Homo sapiens
Q13308	Q13308	PTK7	C	38.6	canonical	  0.999	  0.000	1244	  2.900	45									Q13308	2975	27				coreProteome GENCODE_v48 SP sp|Q13308|PTK7_HUMAN Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2 \VariantSimple=(276|H)(410|S)(745|D)(766|Q)(777|V)(783|R)(933|V)(1029|T)(1038|Q)	Homo sapiens
P50120	P50120	RBP2	C	55.97	canonical	  0.999	  0.000	152	  2.890	6									P50120	2368	4				coreProteome GENCODE_v48 SP sp|P50120|RET2_HUMAN Retinol-binding protein 2 OS=Homo sapiens OX=9606 GN=RBP2 PE=1 SV=3 	Homo sapiens
P48163	P48163	ME1	C	78.67	canonical	  0.999	  0.000	609	  2.890	33									P48163	2290	5				coreProteome GENCODE_v48 SP sp|P48163|MAOX_HUMAN NADP-dependent malic enzyme OS=Homo sapiens OX=9606 GN=ME1 PE=1 SV=1 	Homo sapiens
P63096	P63096	GNAI1	C	50.56	canonical	  0.999	  0.000	369	  2.890	12									P04899	1391	106				coreProteome GENCODE_v48 SP sp|P63096|GNAI1_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-1 OS=Homo sapiens OX=9606 GN=GNAI1 PE=1 SV=2 \VariantSimple=(40|C)(40|R)(45|D)(48|I)(48|K)(52|P)(75|75|-)(172|172|-)(173|V)(186|189|-)(224|Y)(270|N)(27	Homo sapiens
Q6UXG3	Q6UXG3	CD300LG	C	31.33	canonical	  0.999	  0.000	261	  2.890	9									Q6UXG3	3577	12				coreProteome GENCODE_v48 SP sp|Q6UXG3|CLM9_HUMAN CMRF35-like molecule 9 OS=Homo sapiens OX=9606 GN=CD300LG PE=1 SV=2 \VariantSimple=(221|N)(228|A)	Homo sapiens
P08575	P08575	PTPRC	C	24.58	canonical	  0.999	  0.000	1449	  2.880	31									P08575	1510	30				coreProteome GENCODE_v48 SP sp|P08575|PTPRC_HUMAN Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3 \VariantSimple=(193|A)(230|A)(296|L)(364|365|-)(423|I)(542|1306|-)(570|Q)(865|R)(1285|R)	Homo sapiens
Q9Y274	Q9Y274	ST3GAL6	C	54.98	canonical	  0.999	  0.000	454	  2.870	27									Q9Y274	5243	16				"coreProteome GENCODE_v48 SP sp|Q9Y274|SIA10_HUMAN Type 2 lactosamine alpha-2,3-sialyltransferase OS=Homo sapiens OX=9606 GN=ST3GAL6 PE=1 SV=1 \VariantSimple=(311|T)"	Homo sapiens
P61457	P61457	PCBD1	C	93.27	canonical	  0.999	  0.000	151	  2.870	10									P61457	2610	27				coreProteome GENCODE_v48 SP sp|P61457|PHS_HUMAN Pterin-4-alpha-carbinolamine dehydratase OS=Homo sapiens OX=9606 GN=PCBD1 PE=1 SV=2 \(27|104|-)(79|I)(82|R)(87|104|-)(88|Q)(97|K)(98|104|-)	Homo sapiens
P11166	P11166	SLC2A1	C	35.98	canonical	  0.999	  0.000	344	  2.860	15									P11166	1606	10				"coreProteome GENCODE_v48 SP sp|P11166|GTR1_HUMAN Solute carrier family 2, facilitated glucose transporter member 1 OS=Homo sapiens OX=9606 GN=SLC2A1 PE=1 SV=2 \VariantSimple=(34|I)(34|S)(34|Y)(51|H)(60|M)(66|F)(77|T)(91|D)(92|W)(93|W)(95|I)(96|V)(126|C)(1"	Homo sapiens
Q96CN7	Q96CN7	ISOC1	C	72.15	canonical	  0.999	  0.000	301	  2.860	17									Q96CN7	4206	5				coreProteome GENCODE_v48 SP sp|Q96CN7|ISOC1_HUMAN Isochorismatase domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ISOC1 PE=1 SV=3 	Homo sapiens
Q07021	Q07021	C1QBP	C	65.25	canonical	  0.999	  0.000	301	  2.860	13									Q07021	2855	7				"coreProteome GENCODE_v48 SP sp|Q07021|C1QBP_HUMAN Complement component 1 Q subcomponent-binding protein, mitochondrial OS=Homo sapiens OX=9606 GN=C1QBP PE=1 SV=1 \VariantSimple=(186|S)(188|188|-)(204|L)(247|W)(275|F)(275|P)"	Homo sapiens
Q9GZX9	Q9GZX9	TWSG1	C	47.53	canonical	  0.999	  0.000	214	  2.850	8									Q9GZX9	4621	4				coreProteome GENCODE_v48 SP sp|Q9GZX9|TWSG1_HUMAN Twisted gastrulation protein homolog 1 OS=Homo sapiens OX=9606 GN=TWSG1 PE=1 SV=1 	Homo sapiens
Q9UHG2	Q9UHG2	PCSK1N	C	60	canonical	  0.999	  0.000	257	  2.850	13									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q9UHG2|PCS1N_HUMAN ProSAAS OS=Homo sapiens OX=9606 GN=PCSK1N PE=1 SV=1 \VariantSimple=(31|T)	Homo sapiens
Q8IUK8	Q8IUK8	CBLN2	C	66.52	canonical	  0.999	  0.000	236	  2.850	13									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q8IUK8|CBLN2_HUMAN Cerebellin-2 OS=Homo sapiens OX=9606 GN=CBLN2 PE=1 SV=1 	Homo sapiens
P80404	P80404	ABAT	C	80.4	canonical	  0.999	  0.000	708	  2.850	39									P80404	2732	25				"coreProteome GENCODE_v48 SP sp|P80404|GABT_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ABAT PE=1 SV=3 \VariantSimple=(56|R)(220|K)"	Homo sapiens
Q96BZ4	Q96BZ4	PLD4	C	47.63	canonical	  0.999	  0.000	449	  2.840	21									Q96BZ4	4197	19				coreProteome GENCODE_v48 SP sp|Q96BZ4|PLD4_HUMAN 5'-3' exonuclease PLD4 OS=Homo sapiens OX=9606 GN=PLD4 PE=1 SV=2 \VariantSimple=(16|R)(27|Q)(135|M)	Homo sapiens
Q13126	Q13126	MTAP	C	83.39	canonical	  0.999	  0.000	385	  2.840	21									Q13126	2947	37				coreProteome GENCODE_v48 SP sp|Q13126|MTAP_HUMAN S-methyl-5'-thioadenosine phosphorylase OS=Homo sapiens OX=9606 GN=MTAP PE=1 SV=2 \VariantSimple=(56|I)	Homo sapiens
Q96A32	Q96A32	MYL11	C	84.02	canonical	  0.999	  0.000	233	  2.820	20									Q96A32	4169	5				coreProteome GENCODE_v48 SP sp|Q96A32|MYL11_HUMAN Myosin regulatory light chain 11 OS=Homo sapiens OX=9606 GN=MYL11 PE=1 SV=1 \VariantSimple=(33|V)(157|F)(157|R)(163|S)	Homo sapiens
P15121	P15121	AKR1B1	C	83.54	canonical	  0.999	  0.000	382	  2.820	28									P14550	1689	108				coreProteome GENCODE_v48 SP sp|P15121|ALDR_HUMAN Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3 \VariantSimple=(15|F)(42|L)(73|V)(90|E)(204|S)(288|I)	Homo sapiens
P08754	P08754	GNAI3	C	50	canonical	  0.999	  0.000	359	  2.810	14									P04899	1391	106				coreProteome GENCODE_v48 SP sp|P08754|GNAI3_HUMAN Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3 \VariantSimple=(40|R)(45|S)(47|N)(47|R)	Homo sapiens
P21796	P21796	VDAC1	C	81.63	canonical	  0.999	  0.000	357	  2.790	26									P21796	1866	49				coreProteome GENCODE_v48 SP sp|P21796|VDAC1_HUMAN Non-selective voltage-gated ion channel VDAC1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2 	Homo sapiens
Q9BRA2	Q9BRA2	TXNDC17	C	59.35	canonical	  0.999	  0.000	168	  2.790	5									Q9BRA2	4462	14				coreProteome GENCODE_v48 SP sp|Q9BRA2|TXD17_HUMAN Thioredoxin domain-containing protein 17 OS=Homo sapiens OX=9606 GN=TXNDC17 PE=1 SV=1 	Homo sapiens
P32969	P32969	RPL9	C	60.94	canonical	  0.999	  0.000	189	  2.790	12									P32969	2082	14				coreProteome GENCODE_v48 SP sp|P32969|RL9_HUMAN Large ribosomal subunit protein uL6 OS=Homo sapiens OX=9606 GN=RPL9 PE=1 SV=1 	Homo sapiens
Q14112	Q14112	NID2	C	61.09	canonical	  0.999	  0.000	1362	  2.790	69									P04114	1364	34035				coreProteome GENCODE_v48 SP sp|Q14112|NID2_HUMAN Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3 \VariantSimple=(22|Q)(313|G)(354|H)(453|D)(529|S)(656|P)(726|M)(760|V)(775|Q)(830|Q)(866|Q)(1238|S)	Homo sapiens
Q99435	Q99435	NELL2	C	69.98	canonical	  0.999	  0.000	880	  2.790	52									Q99435	4384	21				coreProteome GENCODE_v48 SP sp|Q99435|NELL2_HUMAN Protein kinase C-binding protein NELL2 OS=Homo sapiens OX=9606 GN=NELL2 PE=1 SV=1 \VariantSimple=(5|I)(347|D)(631|L)	Homo sapiens
Q7Z4R8	Q7Z4R8	C6orf120	C	46.6	canonical	  0.999	  0.000	126	  2.790	5									Q7Z4R8	3672	3				coreProteome GENCODE_v48 SP sp|Q7Z4R8|CF120_HUMAN UPF0669 protein C6orf120 OS=Homo sapiens OX=9606 GN=C6orf120 PE=1 SV=1 	Homo sapiens
O75891	O75891	ALDH1L1	C	78.6	canonical	  0.999	  0.000	1133	  2.790	84									P00352	1254	181				coreProteome GENCODE_v48 SP sp|O75891|AL1L1_HUMAN Cytosolic 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH1L1 PE=1 SV=2 \VariantSimple=(254|P)(330|F)(429|A)(436|T)(448|N)(481|G)(511|V)(793|G)(803|K)(812|V)	Homo sapiens
Q10469	Q10469	MGAT2	C	59.28	canonical	  0.999	  0.000	460	  2.780	26									Q10469	2897	2				"coreProteome GENCODE_v48 SP sp|Q10469|MGAT2_HUMAN Alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase OS=Homo sapiens OX=9606 GN=MGAT2 PE=1 SV=1 \VariantSimple=(262|R)(290|F)(318|D)"	Homo sapiens
P54920	P54920	NAPA	C	75.93	canonical	  0.999	  0.000	375	  2.770	20									P54920	2496	50				coreProteome GENCODE_v48 SP sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens OX=9606 GN=NAPA PE=1 SV=3 	Homo sapiens
P07476	P07476	IVL	C	72.82	canonical	  0.999	  0.000	707	  2.770	36									P07476	1468	3				coreProteome GENCODE_v48 SP sp|P07476|INVO_HUMAN Involucrin OS=Homo sapiens OX=9606 GN=IVL PE=1 SV=2 \VariantSimple=(113|A)(166|P)(174|E)(227|Q)(236|S)(237|E)(312|K)(480|L)	Homo sapiens
